8:29 PM,1/25/17,My Driveway,January
9:47 PM,1/25/17,My Bathroom,January
10:48 PM,1/25/17,My Bathroom,January
12:56 PM,1/26/17,My Bathroom,January
3:29 PM,1/26/17,My Bathroom,January
7:09 PM,1/26/17,Downstairs Bathroom,January
9:35 PM,1/26/17,My Bathroom,January
10:08 AM,1/27/17,My Bathroom,January
12:43 PM,1/27/17,Ardsley Golf Course,January
4:52 PM,1/27/17,My Bathroom,January
6:53 PM,1/27/17,Dad's Bathroom,January
8:53 PM,1/27/17,Dad's Bathroom,January
11:50 PM,1/27/17,Dad's Bathroom,January
6:23 AM,1/28/17,Dad's Bathroom,January
9:30 AM,1/28/17,Language Hall,January
12:34 PM,1/28/17,Freshman Hallway,January
3:15 PM,1/28/17,Zetkov Bathroom,January
5:24 PM,1/28/17,Cliffs Valhalla,January
9:26 PM,1/28/17,Downstairs Bathroom,January
6:46 AM,1/29/17,My Bathroom,January
10:26 AM,1/29/17,Language Hall,January
8:22 PM,1/29/17,My Bathroom,January
9:53 PM,1/29/17,My Shower,January
8:15 AM,1/30/17,My Bathroom,January
3:36 PM,1/30/17,My Bathroom,January
7:13 PM,1/30/17,Hackley PAC,January
10:10 PM,1/30/17,Hackley PAC,January
11:47 PM,1/30/17,My Bathroom,January
7:49 AM,1/31/17,My Bathroom,January
2:04 PM,1/31/17,Loews Theater NYC,January
5:27 PM,1/31/17,Dad's Bathroom,January
10:12 PM,1/31/17,Dad's Bathroom,January
10:01 AM,2/1/17,Dad's Bathroom,February
1:46 PM,2/1/17,Downstairs Bathroom,February
2:30 PM,2/1/17,My Bathroom,February
9:16 PM,2/1/17,Jack‰Ûªs House,February
10:28 PM,2/1/17,My Bathroom,February
11:12 PM,2/1/17,My Bathroom,February
7:50 AM,2/2/17,My Bathroom,February
12:59 PM,2/2/17,My Bathroom,February
4:52 PM,2/2/17,My Bathroom,February
8:10 PM,2/2/17,My Bathroom,February
10:29 PM,2/2/17,My Bathroom,February
8:55 AM,2/3/17,My Bathroom,February
4:50 PM,2/3/17,My Bathroom,February
7:12 PM,2/3/17,Dad's Bathroom,February
11:03 PM,2/3/17,Dad's Bathroom,February
6:24 AM,2/4/17,Dad's Bathroom,February
12:11 PM,2/4/17,Science Wing F2,February
3:17 PM,2/4/17,Zetkov Bathroom,February
5:23 PM,2/4/17,Cliffs Valhalla,February
9:28 PM,2/4/17,Downstairs Bathroom,February
6:29 AM,2/5/17,My Bathroom,February
11:44 AM,2/5/17,Freshman Hallway,February
1:28 PM,2/5/17,Science Wing F2,February
4:06 PM,2/5/17,Freshman Hallway,February
8:14 PM,2/5/17,My Bathroom,February
10:20 PM,2/5/17,My Bathroom,February
11:25 AM,2/6/17,My Bathroom,February
1:23 PM,2/6/17,My Bathroom,February
8:33 PM,2/6/17,My Bathroom,February
11:51 PM,2/6/17,My Bathroom,February
8:16 AM,2/7/17,My Bathroom,February
10:43 AM,2/7/17,Freshman Hallway,February
1:13 PM,2/7/17,Downstairs Bathroom,February
4:53 PM,2/7/17,My Shower,February
8:59 PM,2/7/17,Dad's Bathroom,February
10:18 PM,2/7/17,Dad's Bathroom,February
9:11 AM,2/8/17,Dad's Bathroom,February
1:52 PM,2/8/17,My Bathroom,February
6:23 PM,2/8/17,Mima Vinoteca,February
7:52 PM,2/8/17,My Bathroom,February
8:49 PM,2/8/17,My Bathroom,February
9:38 PM,2/8/17,My Bathroom,February
7:24 AM,2/9/17,My Bathroom,February
12:31 PM,2/9/17,Downstairs Bathroom,February
7:07 PM,2/9/17,My Bathroom,February
8:59 PM,2/9/17,My Bathroom,February
10:47 PM,2/9/17,My Bathroom,February
8:07 AM,2/10/17,My Bathroom,February
1:15 PM,2/10/17,Freshman Hallway,February
3:36 PM,2/10/17,My Bathroom,February
5:15 PM,2/10/17,My Bathroom,February
7:03 PM,2/10/17,Dad's Bathroom,February
9:08 PM,2/10/17,Dad's Bathroom,February
6:32 AM,2/11/17,Dad's Bathroom,February
11:14 AM,2/11/17,Language Hall,February
5:28 PM,2/11/17,Cliffs Valhalla,February
9:25 PM,2/11/17,Downstairs Bathroom,February
6:28 AM,2/12/17,My Bathroom,February
11:06 AM,2/12/17,Science Wing F2,February
1:03 PM,2/12/17,Language Hall,February
3:26 PM,2/12/17,My Bathroom,February
5:25 PM,2/12/17,My Bathroom,February
7:31 PM,2/12/17,My Bathroom,February
9:25 PM,2/12/17,My Bathroom,February
11:05 PM,2/12/17,My Bathroom,February
7:16 AM,2/13/17,My Bathroom,February
12:31 PM,2/13/17,Science Wing F2,February
6:11 PM,2/13/17,My Bathroom,February
9:26 PM,2/13/17,My Bathroom,February
8:20 AM,2/14/17,My Bathroom,February
1:39 PM,2/14/17,My Bathroom,February
4:01 PM,2/14/17,My Bathroom,February
5:57 PM,2/14/17,My Bathroom,February
7:32 PM,2/14/17,My Bathroom,February
8:52 PM,2/14/17,My Bathroom,February
9:33 AM,2/15/17,Dad's Bathroom,February
12:53 PM,2/15/17,Dad's Bathroom,February
3:14 PM,2/15/17,Dad's Bathroom,February
6:24 PM,2/15/17,Dad's Bathroom,February
8:51 PM,2/15/17,Dad's Bathroom,February
11:07 PM,2/15/17,Dad's Bathroom,February
11:50 AM,2/16/17,My Bathroom,February
2:00 PM,2/16/17,Downstairs Bathroom,February
3:44 PM,2/16/17,My Bathroom,February
5:36 PM,2/16/17,My Bathroom,February
8:25 PM,2/16/17,My Bathroom,February
11:04 PM,2/16/17,My Bathroom,February
6:52 AM,2/17/17,My Bathroom,February
1:57 PM,2/17/17,Language Hall,February
7:25 PM,2/17/17,My Bathroom,February
9:24 PM,2/17/17,My Bathroom,February
6:49 AM,2/18/17,My Bathroom,February
11:27 AM,2/18/17,My Bathroom,February
2:43 PM,2/18/17,My Bathroom,February
3:48 PM,2/18/17,My Bathroom,February
5:45 PM,2/18/17,My Bathroom,February
7:11 PM,2/18/17,My Bathroom,February
8:10 PM,2/18/17,My Bathroom,February
8:26 AM,2/19/17,My Bathroom,February
2:04 PM,2/19/17,My Bathroom,February
5:15 PM,2/19/17,My Bathroom,February
9:46 PM,2/19/17,My Bathroom,February
6:55 AM,2/20/17,My Bathroom,February
11:24 AM,2/20/17,Language Hall,February
3:43 PM,2/20/17,Downstairs Bathroom,February
6:55 PM,2/20/17,Downstairs Bathroom,February
10:00 AM,2/21/17,My Bathroom,February
6:32 PM,2/21/17,Dad's Bathroom,February
9:39 PM,2/21/17,Dad's Bathroom,February
8:09 AM,2/22/17,Dad's Bathroom,February
11:17 AM,2/22/17,Dad's Bathroom,February
2:20 PM,2/22/17,Downstairs Bathroom,February
4:49 PM,2/22/17,My Bathroom,February
8:29 PM,2/22/17,My Bathroom,February
11:11 PM,2/22/17,My Bathroom,February
6:51 AM,2/23/17,My Bathroom,February
12:32 PM,2/23/17,Science Wing F2,February
3:45 PM,2/23/17,My Bathroom,February
8:27 PM,2/23/17,My Bathroom,February
8:34 AM,2/24/17,My Bathroom,February
11:39 AM,2/24/17,Downstairs Bathroom,February
6:23 PM,2/24/17,My Bathroom,February
10:33 PM,2/24/17,My Bathroom,February
7:22 AM,2/25/17,My Bathroom,February
12:51 PM,2/25/17,My Bathroom,February
5:44 PM,2/25/17,My Bathroom,February
9:31 PM,2/25/17,My Bathroom,February
6:37 AM,2/26/17,My Bathroom,February
11:23 AM,2/26/17,My Bathroom,February
4:27 PM,2/26/17,My Bathroom,February
8:12 PM,2/26/17,My Bathroom,February
10:27 PM,2/26/17,My Bathroom,February
9:45 AM,2/27/17,My Bathroom,February
3:35 PM,2/27/17,My Bathroom,February
6:41 PM,2/27/17,Downstairs Bathroom,February
8:14 PM,2/27/17,My Bathroom,February
11:43 PM,2/27/17,My Bathroom,February
12:44 PM,2/28/17,Cliffs LIC,February
3:09 PM,2/28/17,Dad's Bathroom,February
6:48 PM,2/28/17,Dad's Bathroom,February
8:36 PM,2/28/17,Dad's Bathroom,February
11:40 PM,2/28/17,Dad's Bathroom,February
9:11 AM,3/1/17,Dad's Bathroom,March
1:25 PM,3/1/17,Downstairs Bathroom,March
4:30 PM,3/1/17,My Bathroom,March
5:22 PM,3/1/17,My Bathroom,March
7:06 PM,3/1/17,My Bathroom,March
8:22 PM,3/1/17,My Bathroom,March
9:42 PM,3/1/17,My Bathroom,March
8:36 AM,3/2/17,My Bathroom,March
1:36 PM,3/2/17,Science Wing F2,March
4:15 PM,3/2/17,My Bathroom,March
6:29 PM,3/2/17,Cliffs Valhalla,March
6:46 AM,3/3/17,My Bathroom,March
12:31 PM,3/3/17,Language Hall,March
3:30 PM,3/3/17,My Bathroom,March
5:21 PM,3/3/17,Dad's Bathroom,March
7:29 PM,3/3/17,Dad's Bathroom,March
9:04 PM,3/3/17,Dad's Bathroom,March
7:10 AM,3/4/17,Dad's Bathroom,March
9:09 AM,3/4/17,My Bathroom,March
1:18 PM,3/4/17,Freshman Hallway,March
4:08 PM,3/4/17,My Bathroom,March
6:30 PM,3/4/17,Cliffs Valhalla,March
9:31 PM,3/4/17,Downstairs Bathroom,March
11:43 PM,3/4/17,My Bathroom,March
10:28 AM,3/5/17,My Bathroom,March
4:13 PM,3/5/17,My Bathroom,March
6:55 PM,3/5/17,My Bathroom,March
10:52 PM,3/5/17,My Bathroom,March
6:54 AM,3/6/17,My Bathroom,March
12:42 PM,3/6/17,Language Hall,March
7:23 PM,3/6/17,My Bathroom,March
11:11 PM,3/6/17,My Bathroom,March
8:20 AM,3/7/17,My Bathroom,March
12:52 PM,3/7/17,My Bathroom,March
6:12 PM,3/7/17,Fletcher's House,March
11:04 PM,3/7/17,Fletcher's House,March
10:23 AM,3/8/17,Fletcher's House,March
2:12 PM,3/8/17,Downstairs Bathroom,March
4:20 PM,3/8/17,My Bathroom,March
6:35 PM,3/8/17,My Bathroom,March
7:40 PM,3/8/17,RiverMarket Restaurant,March
8:34 PM,3/8/17,My Bathroom,March
10:28 PM,3/8/17,My Shower,March
6:17 AM,3/9/17,My Bathroom,March
12:36 PM,3/9/17,Freshman Hallway,March
3:26 PM,3/9/17,My Bathroom,March
9:31 PM,3/9/17,Downstairs Bathroom,March
3:53 PM,3/10/17,My Bathroom,March
7:05 PM,3/10/17,Dad's Bathroom,March
9:19 PM,3/10/17,Dad's Bathroom,March
11:35 PM,3/10/17,Dad's Bathroom,March
6:02 AM,3/11/17,Dad's Bathroom,March
9:15 AM,3/11/17,Hackley Library,March
2:18 PM,3/11/17,Freshman Hallway,March
5:26 PM,3/11/17,Westchester Airport,March
7:50 PM,3/11/17,My Bathroom,March
9:41 PM,3/11/17,My Bathroom,March
6:44 AM,3/12/17,My Bathroom,March
11:49 AM,3/12/17,Freshman Hallway,March
3:15 PM,3/12/17,8th Grade Hallway,March
6:10 PM,3/12/17,My Bathroom,March
8:07 PM,3/12/17,The Red Hat,March
9:14 PM,3/12/17,My Bathroom,March
8:40 AM,3/13/17,My Bathroom,March
1:36 PM,3/13/17,Cliffs Valhalla,March
4:25 PM,3/13/17,My Bathroom,March
8:26 PM,3/13/17,The Taco Project,March
10:16 AM,3/14/17,My Bathroom,March
2:15 PM,3/14/17,My Bathroom,March
7:26 PM,3/14/17,SPiN NYC,March
11:06 PM,3/14/17,My Bathroom,March
9:25 AM,3/15/17,My Bathroom,March
1:05 PM,3/15/17,Airplane NY-NC,March
8:31 PM,3/15/17,Zoe's Driveway,March
9:37 AM,3/16/17,Zoe's Bathroom,March
5:19 PM,3/16/17,Salt Mines Bathroom,March
2:16 PM,3/17/17,Salem Lake,March
7:12 PM,3/17/17,Noah's Basement,March
11:24 PM,3/17/17,Finn's Bathroom,March
11:08 AM,3/18/17,Finn's Bathroom,March
5:50 PM,3/18/17,My Bathroom,March
9:38 PM,3/18/17,Downstairs Bathroom,March
10:57 AM,3/19/17,My Bathroom,March
12:53 PM,3/19/17,My Bathroom,March
3:26 PM,3/19/17,My Bathroom,March
7:02 PM,3/19/17,My Bathroom,March
9:15 PM,3/19/17,My Bathroom,March
7:42 AM,3/20/17,My Bathroom,March
10:55 AM,3/20/17,Cliffs Valhalla,March
12:39 PM,3/20/17,Guadalajara Restaurant,March
1:59 PM,3/20/17,My Bathroom,March
5:49 PM,3/20/17,My Bathroom,March
7:49 PM,3/20/17,Michael's Bathroom,March
10:33 PM,3/20/17,Michael's Bathroom,March
10:33 AM,3/21/17,My Bathroom,March
1:51 PM,3/21/17,My Bathroom,March
11:50 PM,3/21/17,Airplane NY-BC,March
1:03 AM,3/22/17,Pan Pacific Hotel,March
8:08 AM,3/22/17,Pan Pacific Hotel,March
10:52 AM,3/22/17,Pan Pacific Hotel,March
12:52 PM,3/22/17,Pan Pacific Hotel,March
4:29 PM,3/22/17,Pan Pacific Hotel,March
8:58 PM,3/22/17,Pan Pacific Hotel,March
8:06 AM,3/23/17,Pan Pacific Hotel,March
12:09 PM,3/23/17,Glacier Creek Lodge,March
3:48 PM,3/23/17,Whistler Mountain,March
7:29 PM,3/23/17,Pan Pacific Hotel,March
10:08 PM,3/23/17,Pan Pacific Hotel,March
8:48 AM,3/24/17,Pan Pacific Hotel,March
12:33 PM,3/24/17,Chic Pea Restaurant,March
3:58 PM,3/24/17,Pan Pacific Hotel,March
8:16 PM,3/24/17,Trattoria Bathroom,March
8:43 PM,3/24/17,Pan Pacific Hotel,March
10:10 PM,3/24/17,Pan Pacific Hotel,March
8:21 AM,3/25/17,Pan Pacific Hotel,March
1:24 PM,3/25/17,Glacier Creek Lodge,March
4:34 PM,3/25/17,Pan Pacific Hotel,March
6:46 PM,3/25/17,Pan Pacific Hotel,March
10:35 PM,3/25/17,Pan Pacific Hotel,March
9:07 AM,3/26/17,Pan Pacific Hotel,March
11:49 AM,3/26/17,Blackcomb Mountain,March
4:18 PM,3/26/17,Pan Pacific Hotel,March
9:43 PM,3/26/17,Pan Pacific Hotel,March
10:43 PM,3/26/17,Pan Pacific Hotel,March
9:22 AM,3/27/17,Pan Pacific Hotel,March
12:51 PM,3/27/17,Blackcomb Mountain,March
4:47 PM,3/27/17,Pan Pacific Hotel,March
7:18 PM,3/27/17,Hy's Steak House,March
7:56 PM,3/27/17,Hy's Steak House,March
8:51 PM,3/27/17,Pan Pacific Hotel,March
10:29 PM,3/27/17,Pan Pacific Hotel,March
5:17 AM,3/28/17,Pan Pacific Hotel,March
8:11 AM,3/28/17,Vancouver Airport,March
6:34 PM,3/28/17,Dad's Bathroom,March
9:53 PM,3/28/17,Dad's Bathroom,March
10:07 AM,3/29/17,Dad's Bathroom,March
2:43 PM,3/29/17,My Bathroom,March
9:10 PM,3/29/17,My Bathroom,March
6:49 AM,3/30/17,My Bathroom,March
12:21 PM,3/30/17,Hackley Library,March
4:02 PM,3/30/17,My Bathroom,March
8:47 PM,3/30/17,My Bathroom,March
11:08 PM,3/30/17,My Bathroom,March
6:50 AM,3/31/17,My Bathroom,March
12:11 PM,3/31/17,Freshman Hallway,March
2:16 PM,3/31/17,Hackley Library,March
5:29 PM,3/31/17,My Bathroom,March
8:52 PM,3/31/17,Dad's Bathroom,March
11:58 PM,3/31/17,Dad's Bathroom,March
12:30 PM,4/1/17,Freshman Hallway,April
4:46 PM,4/1/17,My Bathroom,April
7:07 PM,4/1/17,My Bathroom,April
6:32 AM,4/2/17,My Bathroom,April
3:36 PM,4/2/17,My Bathroom,April
6:15 PM,4/2/17,My Bathroom,April
7:41 PM,4/2/17,My Bathroom,April
9:28 PM,4/2/17,My Bathroom,April
11:02 AM,4/3/17,My Bathroom,April
3:23 PM,4/3/17,My Bathroom,April
7:26 PM,4/3/17,Dad's Bathroom,April
11:27 PM,4/3/17,Dad's Bathroom,April
8:33 AM,4/4/17,Dad's Bathroom,April
12:20 PM,4/4/17,Downstairs Bathroom,April
7:50 PM,4/4/17,My Bathroom,April
11:19 PM,4/4/17,My Bathroom,April
1:49 PM,4/5/17,Dad's Bathroom,April
7:54 PM,4/5/17,Dad's Bathroom,April
9:45 PM,4/5/17,Dad's Bathroom,April
6:12 AM,4/6/17,Dad's Bathroom,April
12:12 PM,4/6/17,Science Wing F2,April
2:44 PM,4/6/17,My Bathroom,April
9:30 PM,4/6/17,Downstairs Bathroom,April
6:47 AM,4/7/17,My Bathroom,April
10:44 AM,4/7/17,Freshman Hallway,April
3:18 PM,4/7/17,My Bathroom,April
6:03 PM,4/7/17,My Bathroom,April
8:09 PM,4/7/17,Dad's Bathroom,April
9:26 PM,4/7/17,Dad's Bathroom,April
6:43 AM,4/8/17,Dad's Bathroom,April
1:15 PM,4/8/17,Language Hall,April
5:19 PM,4/8/17,My Bathroom,April
10:00 PM,4/8/17,My Bathroom,April
6:37 AM,4/9/17,My Bathroom,April
12:46 PM,4/9/17,Hackley Library,April
3:58 PM,4/9/17,My Bathroom,April
6:43 PM,4/9/17,My Bathroom,April
8:12 PM,4/9/17,My Bathroom,April
6:58 AM,4/10/17,My Bathroom,April
12:04 PM,4/10/17,My Bathroom,April
1:35 PM,4/10/17,Mug,April
5:09 PM,4/10/17,My Bathroom,April
6:46 PM,4/10/17,Downstairs Bathroom,April
9:29 PM,4/10/17,My Bathroom,April
7:22 AM,4/11/17,My Bathroom,April
11:14 AM,4/11/17,Gravity Vault NJ,April
3:50 PM,4/11/17,Mom's Bathroom,April
6:55 PM,4/11/17,Dad's Bathroom,April
9:25 PM,4/11/17,Gotham West Market,April
9:39 AM,4/12/17,Dad's Bathroom,April
11:35 AM,4/12/17,My Bathroom,April
1:52 PM,4/12/17,Lefteris Gyro,April
5:00 PM,4/12/17,My Bathroom,April
7:41 PM,4/12/17,My Bathroom,April
6:55 AM,4/13/17,My Bathroom,April
12:33 PM,4/13/17,Freshman Hallway,April
3:40 PM,4/13/17,My Bathroom,April
5:35 PM,4/13/17,My Bathroom,April
9:34 PM,4/13/17,My Bathroom,April
6:50 AM,4/14/17,My Bathroom,April
1:17 PM,4/14/17,Freshman Hallway,April
3:31 PM,4/14/17,My Bathroom,April
5:55 PM,4/14/17,My Bathroom,April
8:20 PM,4/14/17,Dad's Bathroom,April
6:32 AM,4/15/17,Dad's Bathroom,April
4:16 PM,4/15/17,My Bathroom,April
6:11 PM,4/15/17,Downstairs Bathroom,April
9:42 PM,4/15/17,My Bathroom,April
6:39 AM,4/16/17,My Bathroom,April
12:33 PM,4/16/17,Freshman Hallway,April
3:50 PM,4/16/17,My Bathroom,April
7:15 PM,4/16/17,My Bathroom,April
9:45 PM,4/16/17,My Bathroom,April
11:49 PM,4/16/17,My Bathroom,April
7:05 AM,4/17/17,My Bathroom,April
10:32 AM,4/17/17,Language Hall,April
2:33 PM,4/17/17,Freshman Hallway,April
4:37 PM,4/17/17,My Bathroom,April
7:18 PM,4/17/17,My Bathroom,April
10:18 PM,4/17/17,My Bathroom,April
10:20 AM,4/18/17,My Bathroom,April
2:31 PM,4/18/17,My Bathroom,April
5:31 PM,4/18/17,Dad's Bathroom,April
8:25 PM,4/18/17,Hudson Eats Market,April
9:39 PM,4/18/17,Dad's Bathroom,April
8:34 AM,4/19/17,Dad's Bathroom,April
11:33 AM,4/19/17,My Bathroom,April
3:26 PM,4/19/17,My Bathroom,April
6:17 PM,4/19/17,My Bathroom,April
8:30 PM,4/19/17,My Bathroom,April
5:43 AM,4/20/17,My Bathroom,April
9:52 AM,4/20/17,Hackley PAC,April
11:33 AM,4/20/17,Language Hall,April
5:03 PM,4/20/17,My Bathroom,April
9:34 PM,4/20/17,My Bathroom,April
6:49 AM,4/21/17,My Bathroom,April
11:48 AM,4/21/17,Freshman Hallway,April
3:26 PM,4/21/17,My Bathroom,April
5:07 PM,4/21/17,My Bathroom,April
6:25 PM,4/21/17,My Bathroom,April
8:41 PM,4/21/17,My Bathroom,April
5:33 AM,4/22/17,My Bathroom,April
3:25 PM,4/22/17,Downstairs Bathroom,April
6:26 PM,4/22/17,Cliffs Valhalla,April
9:29 PM,4/22/17,My Bathroom,April
6:43 AM,4/23/17,My Bathroom,April
1:41 PM,4/23/17,Freshman Hallway,April
5:12 PM,4/23/17,Hackley PAC,April
8:02 PM,4/23/17,My Bathroom,April
10:21 PM,4/23/17,My Bathroom,April
6:56 AM,4/24/17,My Bathroom,April
12:10 PM,4/24/17,Language Hall,April
3:00 PM,4/24/17,Hackley PAC,April
7:07 PM,4/24/17,Hackley PAC,April
11:41 PM,4/24/17,My Bathroom,April
7:50 AM,4/25/17,My Bathroom,April
11:57 AM,4/25/17,Carabiners Gym,April
4:47 PM,4/25/17,My Bathroom,April
8:43 PM,4/25/17,Downstairs Bathroom,April
11:28 PM,4/25/17,My Bathroom,April
10:38 AM,4/26/17,My Bathroom,April
1:58 PM,4/26/17,My Bathroom,April
4:43 PM,4/26/17,My Bathroom,April
7:48 PM,4/26/17,Dad's Bathroom,April
10:39 PM,4/26/17,Dad's Bathroom,April
6:40 AM,4/27/17,Dad's Bathroom,April
8:14 AM,4/27/17,Freshman Hallway,April
11:08 AM,4/27/17,Hackley Library,April
3:30 PM,4/27/17,My Bathroom,April
6:07 PM,4/27/17,Downstairs Bathroom,April
6:58 AM,4/28/17,My Bathroom,April
3:49 PM,4/28/17,My Bathroom,April
7:22 PM,4/28/17,Dad's Bathroom,April
3:21 PM,4/29/17,My Bathroom,April
6:25 PM,4/29/17,Cliffs Valhalla,April
9:34 PM,4/29/17,My Bathroom,April
6:50 AM,4/30/17,My Bathroom,April
4:27 PM,4/30/17,My Bathroom,April
6:36 PM,4/30/17,My Bathroom,April
10:05 PM,4/30/17,My Bathroom,April
7:00 AM,5/1/17,My Bathroom,May
12:24 PM,5/1/17,Freshman Hallway,May
11:32 PM,5/1/17,Riley's Bathroom,May
8:26 AM,5/2/17,My Bathroom,May
1:50 PM,5/2/17,Cliffs LIC,May
3:44 PM,5/2/17,Dad's Bathroom,May
7:53 PM,5/2/17,Dad's Bathroom,May
10:43 PM,5/2/17,Dad's Bathroom,May
9:33 AM,5/3/17,Dad's Bathroom,May
2:10 PM,5/3/17,Dobbs Diner,May
3:40 PM,5/3/17,My Bathroom,May
6:47 PM,5/3/17,My Bathroom,May
8:34 PM,5/3/17,My Bathroom,May
6:56 AM,5/4/17,My Bathroom,May
1:13 PM,5/4/17,Freshman Hallway,May
5:21 PM,5/4/17,My Bathroom,May
6:26 PM,5/4/17,Cliffs Valhalla,May
9:50 PM,5/4/17,My Bathroom,May
6:52 AM,5/5/17,My Bathroom,May
6:02 PM,5/5/17,My Bathroom,May
8:25 PM,5/5/17,Dad's Bathroom,May
11:41 PM,5/5/17,Dad's Bathroom,May
6:44 AM,5/6/17,Dad's Bathroom,May
